plant_part_name,ferc_acct,utility_id_pudl,plant_id_pudl,utility_name_ferc1,row_literal,utility_id_ferc1,report_year,spplmnt_num,row_number,row_seq,row_prvlg,acct_num,plant_balance,total_life_avg,net_salvage_rate,depreciation_annual_rate,survivor_curve_type,remaining_life_avg,common
columbia  1    2,0,364,123,Wisconsin Power and Light Company,Line 22,194,2018,3,22,22,,COLUMBIA #1 & #2,,7,0,15.25,SQ,0,
0,316,364,,Wisconsin Power and Light Company,Line 23,194,2018,3,23,23,,SUBTOTAL 316.5,,0,0,0,,0,
0,316,364,,Wisconsin Power and Light Company,Line 24,194,2018,3,24,24,,Account 316.6,,0,0,0,,0,
columbia  1,316,364,123,Wisconsin Power and Light Company,Line 25,194,2018,3,25,25,,COLUMBIA #1,,20,0,4.81,SQ,16.4,
columbia  2,0,364,123,Wisconsin Power and Light Company,Line 26,194,2018,3,26,26,,COLUMBIA #2,,20,0,4.61,SQ,16.7,
edgewater  4,0,364,171,Wisconsin Power and Light Company,Line 27,194,2018,3,27,27,,EDGEWATER #4,,20,0,5.06,SQ,14.5,
edgewater  5,0,364,171,Wisconsin Power and Light Company,Line 28,194,2018,3,28,28,,EDGEWATER #5,,20,0,5.07,SQ,14.5,
columbia  1    2,0,364,123,Wisconsin Power and Light Company,Line 29,194,2018,3,29,29,,COLUMBIA #1 & #2,,20,0,0.48,SQ,6.5,
0,316,364,,Wisconsin Power and Light Company,Line 30,194,2018,3,30,30,,SUBTOTAL 316.6,,0,0,0,,0,
0,316,364,,Wisconsin Power and Light Company,Line 31,194,2018,3,31,31,,Account 316.7,,0,0,0,,0,
columbia  1,316,364,123,Wisconsin Power and Light Company,Line 32,194,2018,3,32,32,,COLUMBIA #1,,15,0,8.18,SQ,10.7,
columbia  2,0,364,123,Wisconsin Power and Light Company,Line 33,194,2018,3,33,33,,COLUMBIA #2,,15,0,8.18,SQ,10.7,
edgewater  4,0,364,171,Wisconsin Power and Light Company,Line 34,194,2018,3,34,34,,EDGEWATER #4,,15,0,9.61,SQ,5.6,
edgewater  5,0,364,171,Wisconsin Power and Light Company,Line 35,194,2018,3,35,35,,EDGEWATER #5,,15,0,8.18,SQ,5.7,
columbia  1    2,0,364,123,Wisconsin Power and Light Company,Line 36,194,2018,3,36,36,,COLUMBIA #1 & #2,,15,0,3.93,SQ,1.5,
0,316,364,,Wisconsin Power and Light Company,Line 37,194,2018,3,37,37,,SUBTOTAL 316.7,,0,0,0,,0,
0,316,364,,Wisconsin Power and Light Company,Line 38,194,2018,3,38,38,,Account 316.8,,0,0,0,,0,
columbia  1,316,364,123,Wisconsin Power and Light Company,Line 39,194,2018,3,39,39,,COLUMBIA #1,,10,0,0,SQ,0,
columbia  2,0,364,123,Wisconsin Power and Light Company,Line 40,194,2018,3,40,40,,COLUMBIA #2,,10,0,0,SQ,0,
edgewater  4,0,364,171,Wisconsin Power and Light Company,Line 41,194,2018,3,41,41,,EDGEWATER #4,,10,0,0,SQ,0,
edgewater  5,0,364,171,Wisconsin Power and Light Company,Line 42,194,2018,3,42,42,,EDGEWATER #5,,10,0,0,SQ,0,
genco east,0,364,,Wisconsin Power and Light Company,Line 43,194,2018,3,43,43,,GENCO EAST,,10,0,0,SQ,0,
0,316,364,,Wisconsin Power and Light Company,Line 44,194,2018,3,44,44,,SUBTOTAL 316.8,,0,0,0,,0,
0,331,364,,Wisconsin Power and Light Company,Line 45,194,2018,3,45,45,,Account 331,,0,0,0,,0,
kilbourn,331,364,1055,Wisconsin Power and Light Company,Line 46,194,2018,3,46,46,,KILBOURN,1672,75,-6,3.94,S1,20.1,
praire du sac,0,364,1054,Wisconsin Power and Light Company,Line 47,194,2018,3,47,47,,PRAIRE DU SAC,4612,75,-5,4.74,S1,17.1,
0,331,364,,Wisconsin Power and Light Company,Line 48,194,2018,3,48,48,,SUBTOTAL 331,6284,0,0,0,,0,
0,332,364,,Wisconsin Power and Light Company,Line 49,194,2018,3,49,49,,Account 332,,0,0,0,,0,
kilbourn,332,364,1055,Wisconsin Power and Light Company,Line 50,194,2018,3,50,50,,KILBOURN,13133,100,-6,3.76,S1.5,21.3,
praire du sac,0,364,1054,Wisconsin Power and Light Company,Line 12,194,2018,4,12,12,,PRAIRE DU SAC,21437,100,-5,4.67,S1.5,17.2,
0,332,364,,Wisconsin Power and Light Company,Line 13,194,2018,4,13,13,,SUBTOTAL 332,34570,0,0,0,,0,
0,333,364,,Wisconsin Power and Light Company,Line 14,194,2018,4,14,14,,Account 333,,0,0,0,,0,
kilbourn,333,364,1055,Wisconsin Power and Light Company,Line 15,194,2018,4,15,15,,KILBOURN,3607,65,-6,3.02,R1.5,18.9,
praire du sac,0,364,1054,Wisconsin Power and Light Company,Line 16,194,2018,4,16,16,,PRAIRE DU SAC,4600,65,-5,3.99,R1.5,15.1,
0,333,364,,Wisconsin Power and Light Company,Line 17,194,2018,4,17,17,,SUBTOTAL 333,8207,0,0,0,,0,
0,334,364,,Wisconsin Power and Light Company,Line 18,194,2018,4,18,18,,Account 334,,0,0,0,,0,
kilbourn,334,364,1055,Wisconsin Power and Light Company,Line 19,194,2018,4,19,19,,KILBOURN,2325,50,-6,2.53,R1.5,19.7,
praire du sac,0,364,1054,Wisconsin Power and Light Company,Line 20,194,2018,4,20,20,,PRAIRE DU SAC,7745,50,-5,4.84,R1.5,16.7,
0,334,364,,Wisconsin Power and Light Company,Line 21,194,2018,4,21,21,,SUBTOTAL 334,10070,0,0,0,,0,
0,335,364,,Wisconsin Power and Light Company,Line 22,194,2018,4,22,22,,Account 335,,0,0,0,,0,
kilbourn,335,364,1055,Wisconsin Power and Light Company,Line 23,194,2018,4,23,23,,KILBOURN,338,55,0,3.08,R2.5,20.3,
praire du sac,0,364,1054,Wisconsin Power and Light Company,Line 24,194,2018,4,24,24,,PRAIRE DU SAC,643,55,0,4.11,R2.5,15.3,
0,335,364,,Wisconsin Power and Light Company,Line 25,194,2018,4,25,25,,SUBTOTAL 335,981,0,0,0,,0,
0,340,364,,Wisconsin Power and Light Company,Line 26,194,2018,4,26,26,,Account 340.1,,0,0,0,,0,
cedar ridge wind far,340,364,99,Wisconsin Power and Light Company,Line 27,194,2018,4,27,27,,CEDAR RIDGE WIND FAR,4780,0,0,3.48,SQUARE,23.5,
bent tree wind farm,0,364,,Wisconsin Power and Light Company,Line 28,194,2018,4,28,28,,BENT TREE WIND FARM,30874,0,0,3.4,SQUARE,26.5,
0,340,364,,Wisconsin Power and Light Company,Line 29,194,2018,4,29,29,,SUBTOTAL 340.1,35654,0,0,0,,0,
0,341,364,,Wisconsin Power and Light Company,Line 30,194,2018,4,30,30,,Account 341,,0,0,0,,0,
rock river ct  3,341,364,525,Wisconsin Power and Light Company,Line 31,194,2018,4,31,31,,ROCK RIVER CT #3,126,65,-28,4.97,R2.5,4,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 32,194,2018,4,32,32,,ROCK RIVER CT #4,110,65,-28,5.7,R2.5,4.1,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 33,194,2018,4,33,33,,ROCK RIVER CT #5,105,65,-29,14.26,R2.5,4.1,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 34,194,2018,4,34,34,,ROCK RIVER CT #6,105,65,-29,14.26,R2.5,4.1,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 35,194,2018,4,35,35,,ROCK RIVER CT 5 & 6,143,65,-28,5.38,R2.5,4,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 36,194,2018,4,36,36,,FOND DU LAC CT #2,41,65,-16,3.76,R2.5,19.1,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 37,194,2018,4,37,37,,FOND DU LAC CT #3,38,65,-16,3.87,R2.5,19.1,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 38,194,2018,4,38,38,,FOND DU LAC CT 2 &3,1522,65,-16,0.91,R2.5,18.6,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 39,194,2018,4,39,39,,SHEBOYGAN FALLS CAPI,2709,65,0,5.01,R2.5,14.4,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 40,194,2018,4,40,40,,SHEEPSKIN CT,125,65,-2,0.41,R2.5,4.5,
cedar ridge wind far,0,364,99,Wisconsin Power and Light Company,Line 41,194,2018,4,41,41,,CEDAR RIDGE WIND FAR,12400,65,-11,3.58,R2.5,23.2,
neenah,0,364,441,Wisconsin Power and Light Company,Line 42,194,2018,4,42,42,,NEENAH,7395,65,-17,2.46,R2.5,28.5,
bent tree wind farm,0,364,,Wisconsin Power and Light Company,Line 43,194,2018,4,43,43,,BENT TREE WIND FARM,42757,65,-10,3.45,R2.5,26.1,
riverside,0,364,512,Wisconsin Power and Light Company,Line 44,194,2018,4,44,44,,RIVERSIDE,78295,65,-9,2.06,R2.5,35.9,
forward wind,0,364,5362,Wisconsin Power and Light Company,Line 45,194,2018,4,45,45,,FORWARD WIND,4465,25,0,2.42,,0,
0,341,364,,Wisconsin Power and Light Company,Line 46,194,2018,4,46,46,,SUBTOTAL 341,150336,0,0,0,,0,
0,342,364,,Wisconsin Power and Light Company,Line 47,194,2018,4,47,47,,Account 342,,0,0,0,,0,
rock river ct  3,342,364,525,Wisconsin Power and Light Company,Line 48,194,2018,4,48,48,,ROCK RIVER CT #3,107,55,-28,5.03,S2.5,3.9,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 49,194,2018,4,49,49,,ROCK RIVER CT #4,298,55,-28,5.1,S2.5,3.9,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 50,194,2018,4,50,50,,ROCK RIVER CT #5,91,55,-29,13.98,S2.5,4.1,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 12,194,2018,5,12,12,,ROCK RIVER CT #6,13,55,-29,16.22,S2.5,4.1,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 13,194,2018,5,13,13,,ROCK RIVER CT 5 & 6,768,55,-28,5.18,S2.5,3.9,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 14,194,2018,5,14,14,,FOND DU LAC CT #2,365,55,-16,2.85,S2.5,18.5,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 15,194,2018,5,15,15,,FOND DU LAC CT #3,363,55,-16,2.84,S2.5,18.5,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 16,194,2018,5,16,16,,FOND DU LAC CT 2 &3,2594,55,-16,2.35,S2.5,18.3,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 17,194,2018,5,17,17,,SHEBOYGAN FALLS CAPI,384,55,0,5,S2.5,14.5,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 18,194,2018,5,18,18,,SHEEPSKIN CT,100,55,-2,6.32,S2.5,4.2,
neenah,0,364,441,Wisconsin Power and Light Company,Line 19,194,2018,5,19,19,,NEENAH,7189,55,-17,2.5,S2.5,28.8,
riverside,0,364,512,Wisconsin Power and Light Company,Line 20,194,2018,5,20,20,,RIVERSIDE,8955,55,-9,2.06,S2.5,36.2,
0,342,364,,Wisconsin Power and Light Company,Line 21,194,2018,5,21,21,,SUBTOTAL 342,21227,0,0,0,,0,
0,343,364,,Wisconsin Power and Light Company,Line 22,194,2018,5,22,22,,Account 343,,0,0,0,,0,
rock river ct  3,343,364,525,Wisconsin Power and Light Company,Line 23,194,2018,5,23,23,,ROCK RIVER CT #3,2425,65,-28,5.12,R3,4,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 24,194,2018,5,24,24,,ROCK RIVER CT #4,1296,65,-28,5.51,R3,4,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 25,194,2018,5,25,25,,ROCK RIVER CT #5,3467,65,-29,6.15,R3,4,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 26,194,2018,5,26,26,,ROCK RIVER CT #6,3376,65,-29,7.5,R3,4,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 27,194,2018,5,27,27,,ROCK RIVER CT 5 & 6,1428,65,-28,6.38,R3,4,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 28,194,2018,5,28,28,,FOND DU LAC CT #2,18605,65,-16,2.7,R3,19,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 29,194,2018,5,29,29,,FOND DU LAC CT #3,23440,65,-16,2.81,R3,19,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 30,194,2018,5,30,30,,FOND DU LAC CT 2 &3,334,65,-16,2.16,R3,18.8,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 31,194,2018,5,31,31,,SHEBOYGAN FALLS CAPI,18995,65,0,5.02,R3,14.4,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 32,194,2018,5,32,32,,SHEEPSKIN CT,3336,65,-2,0.52,R3,4.5,
neenah,0,364,441,Wisconsin Power and Light Company,Line 33,194,2018,5,33,33,,NEENAH,7267,65,-17,2.42,R3,28.9,
riverside,0,364,512,Wisconsin Power and Light Company,Line 34,194,2018,5,34,34,,RIVERSIDE,27656,65,-9,2.07,R3,36.4,
0,343,364,,Wisconsin Power and Light Company,Line 35,194,2018,5,35,35,,SUBTOTAL 343,111625,0,0,0,,0,
0,344,364,,Wisconsin Power and Light Company,Line 36,194,2018,5,36,36,,Account 344,,0,0,0,,0,
rock river ct  3,344,364,525,Wisconsin Power and Light Company,Line 37,194,2018,5,37,37,,ROCK RIVER CT #3,659,45,-28,4.98,R1,3.8,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 38,194,2018,5,38,38,,ROCK RIVER CT #4,486,45,-28,5.21,R1,3.9,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 39,194,2018,5,39,39,,ROCK RIVER CT #5,1009,45,-29,15.73,R1,4,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 40,194,2018,5,40,40,,ROCK RIVER CT #6,1038,45,-29,14.63,R1,4,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 41,194,2018,5,41,41,,ROCK RIVER CT 5 & 6,390,45,-28,6.59,R1,3.9,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 42,194,2018,5,42,42,,FOND DU LAC CT #2,3887,45,-16,3.44,R1,17,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 43,194,2018,5,43,43,,FOND DU LAC CT #3,3704,45,-16,3.42,R1,17,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 44,194,2018,5,44,44,,FOND DU LAC CT 2 &3,162,45,-16,2.81,R1,17.1,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 45,194,2018,5,45,45,,SHEBOYGAN FALLS CAPI,10468,45,0,6.03,R1,12.5,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 46,194,2018,5,46,46,,SHEEPSKIN CT,2297,45,-2,3.13,R1,4.4,
solar generation,0,364,12274,Wisconsin Power and Light Company,Line 47,194,2018,5,47,47,,SOLAR GENERATION,3990,0,0,0,END OF LIFE,0,
cedar ridge wind,0,364,99,Wisconsin Power and Light Company,Line 48,194,2018,5,48,48,,CEDAR RIDGE WIND,130494,45,-11,3.76,R2.5,21.2,
neenah,0,364,441,Wisconsin Power and Light Company,Line 49,194,2018,5,49,49,,NEENAH,79499,45,-17,2.76,R1,25.7,
bent tree wind farm,0,364,,Wisconsin Power and Light Company,Line 50,194,2018,5,50,50,,BENT TREE WIND FARM,360393,45,-10,3.59,R2.5,23.8,
riverside,0,364,512,Wisconsin Power and Light Company,Line 12,194,2018,6,12,12,,RIVERSIDE,413593,45,-9,2.43,R1,31.4,
forward wind,0,364,5362,Wisconsin Power and Light Company,Line 13,194,2018,6,13,13,,FORWARD WIND,86304,25,0,2.47,,0,
0,344,364,,Wisconsin Power and Light Company,Line 14,194,2018,6,14,14,,SUBTOTAL 344,1098373,0,0,0,,0,
0,345,364,,Wisconsin Power and Light Company,Line 15,194,2018,6,15,15,,Account 345,,0,0,0,,0,
rock river ct  3,345,364,525,Wisconsin Power and Light Company,Line 16,194,2018,6,16,16,,ROCK RIVER CT #3,279,50,-28,5.62,R4,3.8,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 17,194,2018,6,17,17,,ROCK RIVER CT #4,237,50,-28,7.07,R4,3.9,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 18,194,2018,6,18,18,,ROCK RIVER CT #5,577,50,-29,14.18,R4,4.1,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 19,194,2018,6,19,19,,ROCK RIVER CT #6,544,50,-29,13.61,R4,4.1,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 20,194,2018,6,20,20,,ROCK RIVER CT 5 & 6,572,50,-28,5.59,R4,3.9,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 21,194,2018,6,21,21,,FOND DU LAC CT #2,3448,50,-16,3.09,R4,18.5,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 22,194,2018,6,22,22,,FOND DU LAC CT #3,3663,50,-16,3.12,R4,18.5,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 23,194,2018,6,23,23,,FOND DU LAC CT 2 &3,3355,50,-16,3.14,R4,18.4,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 24,194,2018,6,24,24,,SHEBOYGAN FALLS CAPI,3418,50,0,4.99,R4,14.5,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 25,194,2018,6,25,25,,SHEEPSKIN CT,622,50,-2,0.13,R4,4.5,
cedar ridge wind far,0,364,99,Wisconsin Power and Light Company,Line 26,194,2018,6,26,26,,CEDAR RIDGE WIND FAR,12721,50,-11,3.56,R4,23.3,
neenah,0,364,441,Wisconsin Power and Light Company,Line 27,194,2018,6,27,27,,NEENAH,12207,50,-17,2.37,R4,28.9,
bent tree wind farm,0,364,,Wisconsin Power and Light Company,Line 28,194,2018,6,28,28,,BENT TREE WIND FARM,26082,50,-10,3.36,R4,26.2,
forward wind,0,364,5362,Wisconsin Power and Light Company,Line 29,194,2018,6,29,29,,FORWARD WIND,11398,25,0,2.46,,0,
riverside,0,364,512,Wisconsin Power and Light Company,Line 30,194,2018,6,30,30,,RIVERSIDE,31620,50,-9,2.02,R4,36.3,
0,345,364,,Wisconsin Power and Light Company,Line 31,194,2018,6,31,31,,SUBTOTAL 345,110743,0,0,0,,0,
0,346,364,,Wisconsin Power and Light Company,Line 32,194,2018,6,32,32,,Account 346,,0,0,0,,0,
rock river ct  3,346,364,525,Wisconsin Power and Light Company,Line 33,194,2018,6,33,33,,ROCK RIVER CT #3,447,60,-28,12.87,R3,4,
rock river ct  4,0,364,525,Wisconsin Power and Light Company,Line 34,194,2018,6,34,34,,ROCK RIVER CT #4,,60,-28,8.31,R3,4,
rock river ct  5,0,364,525,Wisconsin Power and Light Company,Line 35,194,2018,6,35,35,,ROCK RIVER CT #5,,60,-29,18.93,R3,4.1,
rock river ct  6,0,364,525,Wisconsin Power and Light Company,Line 36,194,2018,6,36,36,,ROCK RIVER CT #6,,60,-29,14.57,R3,4.1,
rock river ct 5   6,0,364,525,Wisconsin Power and Light Company,Line 37,194,2018,6,37,37,,ROCK RIVER CT 5 & 6,8,60,-28,5.43,R3,4,
fond du lac ct  2,0,364,556,Wisconsin Power and Light Company,Line 38,194,2018,6,38,38,,FOND DU LAC CT #2,37,60,-16,4.45,R3,19.3,
fond du lac ct  3,0,364,556,Wisconsin Power and Light Company,Line 39,194,2018,6,39,39,,FOND DU LAC CT #3,37,60,-16,4.47,R3,19.3,
fond du lac ct 2  3,0,364,556,Wisconsin Power and Light Company,Line 40,194,2018,6,40,40,,FOND DU LAC CT 2 &3,17,60,-16,3.15,R3,18.7,
sheboygan falls capi,0,364,589,Wisconsin Power and Light Company,Line 41,194,2018,6,41,41,,SHEBOYGAN FALLS CAPI,16,60,0,4.16,R3,14.4,
sheepskin ct,0,364,533,Wisconsin Power and Light Company,Line 42,194,2018,6,42,42,,SHEEPSKIN CT,57,60,-2,7.83,R3,4.5,
cedar ridge wind far,0,364,99,Wisconsin Power and Light Company,Line 43,194,2018,6,43,43,,CEDAR RIDGE WIND FAR,9,60,-11,3.38,R3,23.2,
neenah,0,364,441,Wisconsin Power and Light Company,Line 44,194,2018,6,44,44,,NEENAH,554,60,-17,2.44,R3,28.8,
bent tree wind farm,0,364,,Wisconsin Power and Light Company,Line 45,194,2018,6,45,45,,BENT TREE WIND FARM,,60,-10,3.16,R3,26,
sheb falls wpl,0,364,589,Wisconsin Power and Light Company,Line 46,194,2018,6,46,46,,SHEB FALLS WPL,3233,60,-1,9.98,R3,10.5,
forward wind,0,364,5362,Wisconsin Power and Light Company,Line 47,194,2018,6,47,47,,FORWARD WIND,269,25,0,1.54,,0,
riverside,0,364,512,Wisconsin Power and Light Company,Line 48,194,2018,6,48,48,,RIVERSIDE,5573,60,-9,2.22,R3,36.2,
0,346,364,,Wisconsin Power and Light Company,Line 49,194,2018,6,49,49,,SUBTOTAL 346,10257,0,0,0,,0,
361,361,364,,Wisconsin Power and Light Company,Line 50,194,2018,6,50,50,,361,45781,55,-15,1.72,R2,48.5,
362,362,364,,Wisconsin Power and Light Company,Line 12,194,2018,7,12,12,,362,219502,45,-5,2,S0,37.7,
362.1,362,364,,Wisconsin Power and Light Company,Line 13,194,2018,7,13,13,,362.1,63571,45,-5,2,S0,37.7,
362.2,362,364,,Wisconsin Power and Light Company,Line 14,194,2018,7,14,14,,362.2,1730,45,-5,2,S0,37.7,
362.3,362,364,,Wisconsin Power and Light Company,Line 15,194,2018,7,15,15,,362.3,4944,26,0,1.89,R3,23.2,
364,364,364,,Wisconsin Power and Light Company,Line 16,194,2018,7,16,16,,364,386233,55,-40,1.6,R2,43.6,
365,365,364,,Wisconsin Power and Light Company,Line 17,194,2018,7,17,17,,365,503392,55,-45,1.79,R1.5,45.1,
365.2,365,364,,Wisconsin Power and Light Company,Line 18,194,2018,7,18,18,,365.2,91,55,-45,1.79,R1.5,45.1,
366,366,364,,Wisconsin Power and Light Company,Line 19,194,2018,7,19,19,,366,45197,55,-5,1.71,R2,46.5,
367,367,364,,Wisconsin Power and Light Company,Line 20,194,2018,7,20,20,,367,502713,47,-10,2.07,R1.5,38.7,
368,368,364,,Wisconsin Power and Light Company,Line 21,194,2018,7,21,21,,368,113834,41,-10,2.14,R1,32.4,
368.1,368,364,,Wisconsin Power and Light Company,Line 22,194,2018,7,22,22,,368.1,4059,41,-10,2.2,R1,32.4,
368.2,368,364,,Wisconsin Power and Light Company,Line 23,194,2018,7,23,23,,368.2,5289,41,-10,2.26,R1,32.4,
368.3,368,364,,Wisconsin Power and Light Company,Line 24,194,2018,7,24,24,,368.3,216847,41,-10,2.33,R1,32.4,
369,369,364,,Wisconsin Power and Light Company,Line 25,194,2018,7,25,25,,369,26435,54,-70,1.45,R2,43,
369.2,369,364,,Wisconsin Power and Light Company,Line 26,194,2018,7,26,26,,369.2,140956,54,-25,1.78,R2,41.9,
370,370,364,,Wisconsin Power and Light Company,Line 27,194,2018,7,27,27,,370,1635,35,0,0,R0.5,0,
370.1,370,364,,Wisconsin Power and Light Company,Line 28,194,2018,7,28,28,,370.1,,15,-20,27.51,END OF LIFE,3.6,
370.2,370,364,,Wisconsin Power and Light Company,Line 29,194,2018,7,29,29,,370.2,,9,0,12.3,L1.5,8.2,
370.3,370,364,,Wisconsin Power and Light Company,Line 30,194,2018,7,30,30,,370.3,17566,35,-20,3.89,R0.5,22.7,
370.4,370,364,,Wisconsin Power and Light Company,Line 31,194,2018,7,31,31,,370.4,82104,15,-20,8.01,S2.5,9.9,
371,371,364,,Wisconsin Power and Light Company,Line 32,194,2018,7,32,32,,371,4323,25,0,3.63,R3,6.4,
373,373,364,,Wisconsin Power and Light Company,Line 33,194,2018,7,33,33,,373,26310,42,-25,1.7,R2.5,31.1,
373.2,373,364,,Wisconsin Power and Light Company,Line 34,194,2018,7,34,34,,373.2,,42,-25,1.7,R2.5,31.1,
0,373,364,,Wisconsin Power and Light Company,Line 35,194,2018,7,35,35,,SUBTOTAL DISTRIBUTION,2412512,0,0,0,,0,
390,390,364,,Wisconsin Power and Light Company,Line 36,194,2018,7,36,36,,390,4573,43,-5,2.45,R1.5,33.5,
390.1,390,364,,Wisconsin Power and Light Company,Line 37,194,2018,7,37,37,,390.1,,43,-5,2.45,R1.5,33.5,
391.1,391,364,,Wisconsin Power and Light Company,Line 38,194,2018,7,38,38,,391.1,2769,20,0,4.8,SQ,13.8,
391.2,391,364,,Wisconsin Power and Light Company,Line 39,194,2018,7,39,39,,391.2,1928,5,0,3.67,SQ,4,
391.3,391,364,,Wisconsin Power and Light Company,Line 40,194,2018,7,40,40,,391.3,557,5,0,18.73,SQ,2.3,
391.4,391,364,,Wisconsin Power and Light Company,Line 41,194,2018,7,41,41,,391.4,,5,0,20,SQ,2.3,
391.5,391,364,,Wisconsin Power and Light Company,Line 42,194,2018,7,42,42,,391.5,,5,0,20,SQ,2.3,
392,392,364,,Wisconsin Power and Light Company,Line 43,194,2018,7,43,43,,392,49586,12,15,5.99,R2,7.5,
393,393,364,,Wisconsin Power and Light Company,Line 44,194,2018,7,44,44,,393,202,20,0,5.78,SQ,14.4,
394,394,364,,Wisconsin Power and Light Company,Line 45,194,2018,7,45,45,,394,31347,25,0,3.56,SQ,18.4,
395,395,364,,Wisconsin Power and Light Company,Line 46,194,2018,7,46,46,,395,96,15,0,7.4,SQ,2.5,
396,396,364,,Wisconsin Power and Light Company,Line 47,194,2018,7,47,47,,396,21046,14,25,4.44,L2.5,8.9,
397,397,364,,Wisconsin Power and Light Company,Line 48,194,2018,7,48,48,,397,12702,10,0,10,SQ,6.4,
397.1,397,364,,Wisconsin Power and Light Company,Line 49,194,2018,7,49,49,,397.1,2252,25,0,3.9,SQ,6.4,
398,398,364,,Wisconsin Power and Light Company,Line 50,194,2018,7,50,50,,398,,10,0,13.15,SQ,0,
0,398,364,,Wisconsin Power and Light Company,Line 12,194,2018,8,12,12,,SUBTOTAL GENERAL,127058,0,0,0,,0,
electric,0,364,,Wisconsin Power and Light Company,Line 13,194,2018,8,13,13,,TOTAL ELECTRIC,5683440,0,0,0,,0,
0,302,365,,Wisconsin Public Service Corporation,Line 12,195,2016,0,12,12,,302,757000,30,0,3.33,SQ,0,
0,303,365,,Wisconsin Public Service Corporation,Line 13,195,2016,0,13,13,,303,247000,12,0,8.33,SQ,0,
0,303,365,,Wisconsin Public Service Corporation,Line 14,195,2016,0,14,14,,303.3,1251000,3,0,33.33,SQ,0,
0,310,365,,Wisconsin Public Service Corporation,Line 15,195,2016,0,15,15,,310.00FlyAshSiteLegner,129000,50,0,2,SQ,0,
Columbia,310,365,123,Wisconsin Public Service Corporation,Line 16,195,2016,0,16,16,,310.00 Columbia,109000,0,0,0.96,SQ,0,
Edgewater,310,365,171,Wisconsin Public Service Corporation,Line 17,195,2016,0,17,17,,310.00 Edgewater,55000,0,0,2.59,SQ,0,
Columbia 1,311,365,123,Wisconsin Public Service Corporation,Line 18,195,2016,0,18,18,,311.00 Columbia 1,15433000,70,-18,1.27,R1.5,0,
Columbia Common,311,365,,Wisconsin Public Service Corporation,Line 19,195,2016,0,19,19,,311.00 Columbia Common,24302000,70,-18,1.06,R1.5,0,
Columbia 2,311,365,123,Wisconsin Public Service Corporation,Line 20,195,2016,0,20,20,,311.00 Columbia 2,9910000,70,-18,1.06,R1.5,0,
Edgewater,311,365,171,Wisconsin Public Service Corporation,Line 21,195,2016,0,21,21,,311.00 Edgewater,2956000,70,-13,1.09,R1.5,0,
