record_id_eia,record_id_ferc1,signature_1,notes
2756_2019_plant_total_19876,f1_hydro_2019_12_186_0_2,CF,
3290_2018_plant_total_17539,f1_hydro_2018_12_159_0_1,CF,
3293_2018_plant_total_17539,f1_hydro_2018_12_159_0_2,CF,
3293_2019_plant_total_17539,f1_hydro_2019_12_159_0_2,CF,
736_2018_plant_total_17539,f1_hydro_2018_12_159_0_3,CF,
736_2019_plant_total_17539,f1_hydro_2019_12_159_0_3,CF,
6167_2018_plant_owned_19876,f1_pumped_storage_2018_12_186_0_1,CF,"Matches OWNED, not TOTAL"
6167_2019_plant_owned_19876,f1_pumped_storage_2019_12_186_0_1,CF,"Matches OWNED, not TOTAL"
6126_2018_plant_total_17539,f1_pumped_storage_2018_12_159_0_1,CF,
6126_2019_plant_total_17539,f1_pumped_storage_2019_12_159_0_1,CF,
56818_2019_plant_total_22500,f1_steam_2019_12_191_0_5,AS,
56502_2019_plant_total_22500,f1_steam_2019_12_191_0_4,AS,
56819_2019_plant_total_22500,f1_steam_2019_12_191_1_4,AS,
1240_gt_2019_plant_prime_mover_total_10005,f1_steam_2019_12_191_0_2,AS,
1240_ic_2019_plant_prime_mover_total_10005,f1_steam_2019_12_80_0_2,AS,
6074_gt_2019_plant_prime_mover_total_56211,f1_steam_2019_12_182_0_5,AS,slightly different capacity 258
6074_pv_2019_plant_prime_mover_total_56211,f1_gnrt_plant_2019_12_182_0_2,AS,
2079_1_2019_plant_unit_total_10000,f1_steam_2019_12_79_0_2,AS,slightly different capacity 569
2079_2_2019_plant_unit_total_10000,f1_steam_2019_12_79_0_3,AS,slightly different capacity 312
2079_gt_2019_plant_prime_mover_total_10000,f1_steam_2019_12_79_0_4,AS,
1248_gt_2019_plant_prime_mover_total_22500,f1_steam_2019_12_191_1_1,AS,no good capacity match for 2019 (was good match in 2018). Record selected has capacity of 283 but it appears to be the equivalent record to the previous year
1248_ic_2019_plant_prime_mover_total_22500,f1_steam_2019_12_191_1_2,AS,
2098_gt_2019_plant_prime_mover_total_56211,f1_steam_2019_12_182_1_4,AS,
2098_st_2019_plant_prime_mover_total_56211,f1_steam_2019_12_182_1_3,AS,
2080_2_2019_plant_unit_total_10000_retired,f1_steam_2019_12_79_0_1,AS,
2090_2019_plant_total_56211,f1_steam_2019_12_182_1_1,AS,
7928_1_2019_plant_gen_total_10000,f1_steam_2019_12_79_0_5,AS,
2092_2019_plant_total_56211,f1_steam_2019_12_182_0_2,AS,
2094_2019_plant_total_56211_retired,f1_steam_2019_12_182_0_1,AS,
56151_2019_plant_total_56211,f1_steam_2019_12_182_1_2,AS,slightly different capacity 351
56351_2019_plant_total_10000,f1_gnrt_plant_2019_12_79_0_1,AS,
55651_2019_plant_total_22500,f1_steam_2019_12_191_0_3,AS,slightly different capacity  338
58024_2019_plant_total_56211,f1_gnrt_plant_2019_12_182_0_1,AS,
7296_2019_plant_owned_22500,f1_steam_2019_12_276_0_1,AS,
1252_7_2019_plant_gen_total_22500_retired,f1_steam_2019_12_191_0_1,AS,
7929_2019_plant_total_10000,f1_steam_2019_12_79_1_5,AS,
60689_2019_plant_total_22500,f1_steam_2019_12_191_2_1,AS,
6074_pv_2018_plant_prime_mover_total_56211,f1_gnrt_plant_2018_12_182_0_2,AS,
2079_5_2018_plant_gen_total_10000,f1_steam_2018_12_79_0_2,AS,
2079_gt_2010_plant_prime_mover_owned_10000,f1_steam_2010_12_79_0_4,CG,
2079_gt_2009_plant_prime_mover_total_10000,f1_steam_2009_12_79_0_4,CG,
2079_gt_2005_plant_prime_mover_total_10000,f1_steam_2005_12_79_0_5,CG,
2079_gt_2004_plant_prime_mover_owned_10000,f1_steam_2004_12_79_0_5,CG,
1248_gt_2018_plant_prime_mover_total_22500,f1_steam_2018_12_191_1_1,AS,
6065_1_2019_plant_unit_total_10000,f1_steam_2019_12_79_1_1,AS,
6065_1_2019_plant_unit_owned_10000,f1_steam_2019_12_79_1_2,AS,
6065_2_2019_plant_unit_total_10000,f1_steam_2019_12_79_1_3,AS,
6065_2_2019_plant_unit_owned_10000,f1_steam_2019_12_79_1_4,AS,
6065_1_2019_plant_unit_owned_56211,f1_steam_2019_12_182_1_5,AS,
6065_2_2019_plant_unit_owned_56211,f1_steam_2019_12_182_2_1,AS,
6065_1_2018_plant_unit_total_10000,f1_steam_2018_12_79_1_1,AS,
6065_1_2018_plant_unit_owned_10000,f1_steam_2018_12_79_1_2,AS,
6065_2_2018_plant_unit_total_10000,f1_steam_2018_12_79_1_3,AS,
6065_2_2018_plant_unit_owned_10000,f1_steam_2018_12_79_1_4,AS,
6065_1_2018_plant_unit_owned_56211,f1_steam_2018_12_182_1_5,AS,
6065_2_2018_plant_unit_owned_56211,f1_steam_2018_12_182_2_1,AS,
6065_1_2018_plant_unit_owned_5860,f1_steam_2018_12_51_0_5,,
6065_2_2017_plant_unit_owned_56211,f1_steam_2017_12_182_2_1,CG,
6065_2_2016_plant_unit_owned_56211,f1_steam_2016_12_182_2_1,CG,
6065_2_2015_plant_unit_owned_56211,f1_steam_2015_12_182_2_1,CG,
6065_2_2014_plant_unit_owned_56211,f1_steam_2014_12_182_2_1,CG,Capactiy and name in line with owned plant-part but net gen is more analogous to the total
1241_1_2009_plant_unit_owned_10000,f1_steam_2009_12_80_0_4,CG,
1241_1_2008_plant_gen_total_10005,f1_steam_2008_12_80_0_4,CG,
1241_2_2009_plant_unit_owned_10005,f1_steam_2009_12_80_0_5,CG,
1241_2_2008_plant_gen_owned_10005,f1_steam_2008_12_80_0_5,CG,
56151_2018_plant_total_56211,f1_steam_2018_12_182_1_2,AS,
56151_2017_plant_owned_56211,f1_steam_2017_12_182_1_2,CG,Net gen off
56151_2015_plant_owned_56211,f1_steam_2015_12_182_1_2,CG,
56151_2014_plant_total_56211,f1_steam_2014_12_182_1_2,CG,
56151_2013_plant_owned_56211,f1_steam_2013_12_182_1_2,CG,
56151_2010_plant_total_56211,f1_steam_2010_12_182_1_2,CG,
56151_2009_plant_total_56211,f1_steam_2009_12_182_1_2,CG,
56151_2007_plant_owned_770,f1_steam_2007_12_182_3_5,CG,No EIA net gen
56151_2006_plant_owned_770,f1_steam_2006_12_182_3_5,CG,No EIA net gen
56351_2018_plant_total_10000,f1_gnrt_plant_2018_12_79_0_1,AS,
55651_2018_plant_total_22500,f1_steam_2018_12_191_0_3,AS,
58024_2018_plant_total_56211,f1_gnrt_plant_2018_12_182_0_1,AS,
58697_2017_plant_owned_3046,f1_steam_2017_12_17_2_5,CG,capacity in FERC unexpectedly high this year
2713_2014_plant_owned_3046,f1_steam_2014_12_17_2_4,CG,
2713_gt_2013_plant_prime_mover_owned_3046,f1_steam_2013_12_17_2_4,CG,
2713_gt_2012_plant_prime_mover_owned_3046,f1_steam_2012_12_17_3_4,CG,
2713_gt_2011_plant_prime_mover_owned_3046,f1_steam_2011_12_17_2_4,CG,
2713_gt_2010_plant_prime_mover_owned_3046,f1_steam_2010_12_17_2_4,CG,
2713_gt_2009_plant_prime_mover_owned_3046,f1_steam_2009_12_17_2_4,CG,
